t,l,EEG Fp1_Delta.dB,EEG Fp1_Alpha.dB,EEG F3_Delta.dB,EEG F3_Alpha.dB,EEG C3_Delta.dB,EEG C3_Alpha.dB,EEG P3_Delta.dB,EEG P3_Alpha.dB,EEG O1_Delta.dB,EEG O1_Alpha.dB,EEG F7_Delta.dB,EEG F7_Alpha.dB,EEG T3_Delta.dB,EEG T3_Alpha.dB,EEG T5_Delta.dB,EEG T5_Alpha.dB,EEG Fc1_Delta.dB,EEG Fc1_Alpha.dB,EEG Fc5_Delta.dB,EEG Fc5_Alpha.dB,EEG Cp1_Delta.dB,EEG Cp1_Alpha.dB,EEG Cp5_Delta.dB,EEG Cp5_Alpha.dB,EEG F9_Delta.dB,EEG F9_Alpha.dB,EEG Fz_Delta.dB,EEG Fz_Alpha.dB,EEG Cz_Delta.dB,EEG Cz_Alpha.dB,EEG Pz_Delta.dB,EEG Pz_Alpha.dB,EEG Fp2_Delta.dB,EEG Fp2_Alpha.dB,EEG F4_Delta.dB,EEG F4_Alpha.dB,EEG C4_Delta.dB,EEG C4_Alpha.dB,EEG P4_Delta.dB,EEG P4_Alpha.dB,EEG O2_Delta.dB,EEG O2_Alpha.dB,EEG F8_Delta.dB,EEG F8_Alpha.dB,EEG T4_Delta.dB,EEG T4_Alpha.dB,EEG T6_Delta.dB,EEG T6_Alpha.dB,EEG Fc2_Delta.dB,EEG Fc2_Alpha.dB,EEG Fc6_Delta.dB,EEG Fc6_Alpha.dB,EEG Cp2_Delta.dB,EEG Cp2_Alpha.dB,EEG Cp6_Delta.dB,EEG Cp6_Alpha.dB,EEG F10_Delta.dB,EEG F10_Alpha.dB
552.0,1,-75.47576492760466,-94.49538263326069,-82.76406559725598,-94.63541935542558,-76.20345279356567,-92.15914421130464,-74.83190757379745,-91.97222147534214,-73.15439806695251,-90.65669301039337,-79.06168437515583,-92.0562295904591,-74.531691356454,-91.63447454604716,-73.55362151895113,-91.20877054937692,-77.41107453960808,-94.47147334848083,-77.0037325831686,-92.8255939151696,-75.13597955686168,-93.20574892212622,-74.35294621172952,-91.90100025805376,-73.34331872088876,-89.84716423526913,-84.57194301836185,-97.20579517012544,-76.55392949886189,-94.55153182918089,-74.84485211942176,-93.77836511144443,-72.75427126377093,-91.72752081523845,-84.75546365648795,-94.7679358793401,-76.17852823745598,-94.5924833638059,-74.6522665840254,-93.86612744270016,-73.75577224700804,-91.70518144894339,-77.45907593199253,-93.32057736048439,-75.11983128002193,-91.61415895085551,-73.56372441486818,-91.64210216575924,-77.223453339023,-94.27720264327826,-78.54825474835808,-95.09678808404003,-74.93998931273312,-94.44547076800212,-74.98423293430564,-93.92656039759673,-74.56468831961513,-92.03225471867734
554.0,1,-80.86263225639094,-97.00647613056577,-86.73428852692172,-96.58544575239935,-80.44279683598344,-95.86065177576698,-77.64419099495147,-93.89837370531167,-76.33988900259168,-92.47215093185618,-84.47312848127748,-95.68964350608812,-79.28599475121969,-94.80111020004033,-77.79393122908307,-92.6993203717663,-82.38960878239205,-96.48247873504442,-81.84295946441227,-96.67167196219683,-79.31628612031119,-95.7628009337674,-78.65396007988765,-94.94499540014297,-77.19413246898718,-94.8979087436091,-87.74658765588221,-97.78655632647994,-81.24884620454083,-96.49129928468281,-79.78393606206373,-94.8378125258702,-77.10025683344381,-95.45187046495886,-87.14554076656978,-96.03289550163431,-81.13533674433725,-95.98908051949292,-79.08522947221572,-94.90493697987228,-77.91914086922256,-92.16946499442889,-85.23288356959114,-97.02944006636383,-78.66742487925859,-95.37413779736518,-76.73490731788623,-93.10318321446303,-81.6956608476589,-96.85399679416427,-82.85872232794411,-97.0268453231717,-80.06074191360534,-96.2694782283717,-78.5142098745845,-95.24172463805183,-77.66067799068372,-96.55150814757027
556.0,1,-79.15949592124254,-95.99488910761468,-87.6041910394275,-97.35454229395786,-79.8711290490909,-97.29436702241927,-78.7315758646424,-95.75586975883505,-78.5480156730806,-92.27075699479047,-88.10522685015027,-96.33506339553625,-78.63309194922078,-94.87680293087007,-78.17053480789953,-94.06954812523516,-82.06762108396079,-97.61175305409708,-80.53481662932633,-96.48339436420115,-79.46862764094882,-96.30103301883304,-78.86277210109473,-95.99428018829569,-79.03972249081465,-94.70772429701327,-89.15054786434149,-98.28764208502777,-80.16007366063391,-96.59426168445195,-78.30135676746328,-96.0910934299267,-78.80220835749304,-96.15347130625952,-88.13337537576005,-95.4500347092791,-80.12562665348348,-95.26263977999801,-77.78485994774479,-95.4825848262005,-77.26457468426511,-92.8936000194694,-85.30810131457402,-96.05724190971975,-78.89298980050518,-94.23562288929668,-77.39008036575703,-93.85599418087969,-81.72146580308443,-97.3973325520694,-82.14913267608529,-95.38834319755894,-78.76399568171719,-96.15845261119325,-78.35426374832696,-95.32720590960551,-78.38530421211635,-93.87388421914505
558.0,1,-79.8784598362104,-95.60677840423365,-84.86501844172145,-94.77562666998884,-80.02671410583217,-97.13197404287813,-77.66749085538491,-94.4543784290953,-76.94825715799934,-92.8160505341155,-80.14380739910864,-94.81025255166671,-78.547751992931,-94.80281917172763,-77.53365093235415,-93.76878250520468,-81.57612141877229,-97.98436349206385,-80.87306223629285,-96.28211886335195,-78.62432814210769,-96.94499858009223,-78.02277860689829,-95.83504756839577,-76.36273968401571,-93.79907832003238,-88.03169957454968,-98.54550370002755,-80.84507941476474,-97.56953250668145,-79.17740344978723,-96.07716788342597,-76.36342052599746,-96.2328536797218,-91.49621516148072,-96.23255283735071,-80.33227968593991,-96.22876777084537,-80.12265423291188,-96.14603370266539,-78.09617984637595,-93.30652795451076,-79.80537403420313,-95.54807877768765,-79.76932041264104,-95.61322179487114,-78.76755434086404,-93.8800194259983,-82.27184795281002,-98.27005449489084,-83.71566379366345,-96.0433084333431,-79.87175874535347,-96.70471873407892,-80.00871472198482,-96.07827174175989,-79.16433499554357,-94.84312572935842
560.0,1,-79.79711788005032,-95.70612458606152,-86.64788687544333,-95.67023860952686,-79.95446770818538,-95.72470804411648,-79.33214994400932,-94.0314023185441,-77.92968017363991,-91.84877884458734,-84.12486472874234,-95.5286270596298,-80.10114489695665,-94.411345107883,-78.11280500015896,-92.30538615684841,-81.67632988577745,-96.21021400107264,-82.4310533576255,-95.56870492524462,-79.14599637255169,-95.00778344590657,-80.18401780379997,-94.14513299511222,-78.04786467956094,-92.92646557284606,-88.00593449709248,-97.94095243179903,-79.54921471984659,-96.14970696061724,-79.20607800629395,-95.23561967906481,-77.31028002894466,-94.45916849676635,-87.71508696495837,-96.19246021539132,-80.01091683664868,-96.26068900164034,-79.1829694158581,-94.58555462216304,-77.52460719691658,-92.09365317133626,-82.36339977789483,-94.09064832410897,-80.1241109610803,-94.68257594227833,-77.95965542303747,-93.14467770988216,-80.79072668516532,-96.32591739818051,-82.92604160250517,-94.85780799272612,-78.95711833490401,-95.77594195650875,-79.11994127385489,-94.5847184461036,-79.17582048070295,-93.60129056793443
562.0,1,-80.53055556351545,-96.21001463812766,-84.43705758301184,-95.29467601169654,-77.70541569655813,-92.51278843887226,-78.784441951114,-93.96949230777038,-77.92852575083725,-93.52885925881999,-81.65169722668043,-94.4894674748019,-77.91241393065322,-94.38407502035679,-77.58234550501984,-93.9272687371416,-81.13174836662685,-95.92006714279243,-79.99630904718201,-94.76285065108488,-79.37606684244189,-95.43349155152794,-77.95374543375979,-94.467838424365,-76.56851559110163,-93.2867652944992,-86.92674365799867,-97.87552372307147,-80.73095317866476,-96.20302201667158,-78.98906060279182,-95.31797847178991,-77.42284972323188,-93.6104681856272,-88.73217302580395,-95.95567383854514,-81.59608385194169,-95.33631096681816,-79.16307855367333,-95.27097453046098,-78.05478700200787,-94.02374921422458,-82.21637133238897,-92.61434441545998,-78.81164347657516,-92.83483860781377,-77.71787527019553,-92.69827847839949,-82.85732775046526,-96.02838011278988,-82.12733982563577,-94.31756770630669,-79.73467632628738,-96.11877956499468,-79.09115951788817,-93.9747578993667,-77.28715466297233,-92.75494830469013
564.0,1,-79.31589996280263,-95.37144039433997,-84.09223424966436,-94.55758266330874,-81.76754335602868,-95.1424836850323,-78.59446721781767,-93.03892662964373,-78.21515752891843,-91.912719155851,-73.94236986623804,-89.09060702963167,-77.79205247133922,-91.91772355251749,-78.1830388401151,-91.56194465668224,-82.42369770753041,-96.51976426605762,-79.80397064349208,-93.69619530517797,-79.5672585099823,-94.79727627877473,-79.40842926086763,-93.36887666624554,-74.63260653987815,-89.72776832255681,-88.90161315619741,-98.08055891549802,-81.94046092278654,-96.29464985403096,-79.55148516660121,-94.2286615131969,-77.7426376138588,-92.63858625616875,-83.2326490953871,-93.75283504175533,-80.57336552949772,-94.91798847347845,-79.89224910677541,-94.35459046682318,-78.63975218535893,-91.93070323758745,-74.62420527782841,-88.69944837699799,-80.57377636276767,-93.99491997436368,-77.8932857451296,-92.71443613918564,-82.78981193070274,-96.3946032217374,-82.48002877761715,-94.17319352044609,-79.95491713809687,-95.18705725713545,-79.9699267905142,-94.5132426946312,-78.1179939246405,-92.97700820653829
566.0,1,-80.01091151825801,-94.71566210758931,-87.0154702797987,-96.19030741721076,-80.70158520886969,-95.63821782035946,-79.14297516661291,-93.4325396500964,-78.19711428229704,-90.97105141582335,-85.41076109082678,-94.15231775962909,-79.79872838575305,-93.76377678684159,-78.11590060837887,-94.06180301115334,-81.50564695659709,-96.57185236553633,-81.80928732967878,-94.73264317207241,-79.82644894792413,-94.13419794989558,-79.2178226982737,-94.74756703280777,-78.27333172995432,-92.64111346705457,-87.58544097319418,-98.0953077565568,-80.78869288395367,-95.65031637085295,-78.94855510759284,-93.17054556685518,-78.23722534654726,-93.28266107082294,-84.81329557503672,-96.98391646492672,-79.78732113639744,-95.76026919412037,-78.89844598364746,-93.84651886880705,-76.82083246736039,-91.84369483971366,-84.42746885832256,-94.80616299611036,-79.27793643243014,-93.90535982338848,-77.60047951013603,-92.61419299260906,-81.3531580174897,-96.49896364930157,-81.84786175916672,-95.65344178953023,-79.78516619489018,-94.5661287205522,-79.05846650770792,-94.1848414522018,-78.36023051524482,-93.73789807651133
568.0,1,-77.32528798265943,-93.31472829768103,-85.08652428149253,-93.16456490494423,-78.69834721937302,-93.49451550738777,-77.43722489519398,-91.58550096068976,-75.7423981654257,-90.48578389087626,-82.42848057407195,-91.36476213369521,-77.69164217944476,-90.37115838709467,-75.92562167012356,-90.36840834226403,-80.01454964829156,-95.13941834362547,-79.55515624491849,-92.44007616679767,-78.30255953595227,-92.96124396638746,-77.52081275515059,-90.72446642133943,-76.08966561058577,-90.02673681336293,-85.37386120274829,-97.86772447742618,-78.77823419459517,-94.55421022761145,-78.29435869037779,-93.34787958463966,-77.19409196484823,-92.87267485664918,-85.07223051244439,-93.43850666780271,-79.42645951045358,-94.2918290114248,-78.45504654017789,-91.86716985462968,-76.29040077151214,-91.6580850085671,-76.57368654830957,-89.39031950695552,-77.77039027687904,-88.9701387528927,-75.95225150324295,-89.15296001051314,-79.21347559071742,-95.33862408485294,-79.84403877585123,-92.12588059317311,-78.37862267546409,-94.4258557374306,-78.57209002439335,-89.84662820821038,-76.21128537130522,-89.47841682851958
570.0,1,-75.55223314467196,-93.6531153147804,-87.08759331567126,-93.26357766449502,-77.10770664524898,-94.51201700732435,-74.2594408235975,-91.94290419986267,-72.5410175805463,-91.33702688080785,-84.52993802732712,-94.46194098472795,-76.16684803940511,-92.52286868601318,-74.12218450578628,-91.87192937250137,-79.07742673020026,-95.96463533226107,-78.7695081330518,-95.10963473720435,-74.8368296277153,-93.2616986990208,-75.19354245174353,-92.26463569827486,-74.80290646307219,-92.35854582544526,-86.46003968141984,-97.44272445174717,-77.73990181122069,-94.64790414268322,-74.91699483551501,-92.21387606210847,-74.85243811026226,-93.79738543808762,-85.02766473587334,-93.91385859037398,-76.85107972344014,-93.85246852262196,-75.07184701145701,-92.96472493028277,-72.10463458751035,-92.15811010429121,-81.40273085500263,-95.29884633850726,-75.04101223513656,-91.59234056661069,-73.95433815625194,-90.5111041672696,-77.5661190558633,-95.31442074076709,-78.08440793211874,-94.33707619673329,-74.90638704644854,-93.44213848796997,-74.85945399246846,-93.15447526182015,-73.74971398192913,-91.63731161611167
572.0,1,-76.84943278655611,-93.50248771390275,-80.69733703653917,-90.1293509499958,-75.74196570749008,-95.77979679297508,-73.44037148106695,-90.68165378013992,-71.64922044354442,-90.93276279940113,-76.20658922436228,-94.71332193963096,-73.36367701448359,-93.47429820432845,-72.03708268914554,-91.82902532587369,-76.53665643263128,-97.50441682896438,-75.89259153196438,-96.08627744021211,-75.65448800023725,-94.36894778468479,-73.02681558069726,-92.88953482872573,-71.69852756404794,-94.67930321312363,-81.20524980133337,-96.92777730369005,-76.93679139653872,-95.81599044601359,-73.90059984523121,-93.72357372243732,-74.26116452627308,-93.97612941397831,-83.53507223073476,-92.76930837423811,-75.19142403542757,-95.06526770969869,-73.26570328472354,-93.77202696265252,-72.304879671245,-92.96431409039644,-78.25358978968401,-93.64128219837006,-75.06688916329867,-92.37530585817296,-71.6442850225167,-91.91069632868773,-79.03116455028061,-96.53627315194552,-78.99208077652372,-93.72170381728303,-75.41931547232774,-94.39589591511,-73.80485016899642,-93.67504078176151,-72.97640556551121,-94.10983445270752
574.0,1,-73.5397034805006,-89.13716831375228,-78.89501058983228,-88.43470360228773,-73.47965780725093,-95.48606763958212,-71.43694392172124,-93.41444674645275,-70.01313666905018,-89.94729620986851,-69.14586862146254,-90.78968115729089,-70.9388227460378,-93.15744848846556,-70.84780866456809,-92.19841597263584,-75.39929672393444,-94.65809696779786,-73.01680136486624,-93.4297222140441,-72.58742859645255,-94.80192215351121,-72.11416323450376,-94.98536528285221,-68.01670223360748,-92.23638647986932,-83.5607043155347,-92.14905147299393,-74.18322958758287,-94.71497430622976,-72.26333540446718,-93.44931678798524,-71.43671836621517,-85.2431510978591,-74.4352949081696,-87.84249524070736,-73.13624392371976,-94.19274959411698,-71.94038816182315,-92.61128064302864,-70.39045791780156,-89.68508940645386,-67.9496098821924,-86.28468996533914,-71.87087465046778,-89.61224758093982,-69.78743505642885,-87.41649732163458,-74.79072534445632,-93.78379231517549,-74.20382569870175,-93.37487430353328,-72.30308074595301,-94.45373073019465,-71.77538074784331,-92.18984974812615,-68.99181476648666,-88.92584455351829
576.0,1,-72.91344174009096,-93.40822542381729,-78.22724164920432,-88.57105308820826,-72.42564886953235,-95.24437391168559,-69.45438744445042,-93.7970277123759,-69.75416415904813,-89.16638007987322,-68.88258857742925,-92.69938731736664,-69.36039504804708,-93.45548131239286,-69.29683084467922,-91.50118152080287,-74.5266056732162,-95.2425639432927,-71.89288482482213,-95.20414535074109,-71.3128095022436,-94.05630591847708,-70.53141903580753,-93.58452335118429,-66.17223511392183,-91.88378863929346,-83.18307422041146,-94.73093175224777,-73.51451633653325,-94.95767496282133,-70.11668209374415,-93.38127088191112,-71.3680182690041,-89.10122553193376,-74.55186448680992,-85.37837047411873,-73.03435438893486,-92.09949750270339,-70.77214296227538,-92.33786071964533,-69.63562637853875,-88.95800073070838,-67.41216137725539,-89.25752672927072,-69.48598780934181,-87.4078464475389,-68.52034803291521,-86.96256538793244,-74.62214851741224,-92.42987513281793,-72.35876654261992,-90.40846956582969,-71.53016105039002,-93.94622854681197,-70.62888885725967,-91.1507764841442,-65.5025691157828,-89.48680474011779
578.0,1,-69.4835644316864,-88.0185431860334,-81.47193440722941,-88.60598532259635,-75.61333366330597,-91.59567427779932,-70.0801562703688,-88.86242541192276,-70.36682808492114,-87.49583031329425,-70.97092940592559,-91.00544142760174,-72.74921380712516,-89.9610903689094,-70.78989692138042,-86.18101786306978,-78.13700731728646,-92.07373080203726,-76.75246672266607,-92.20943696398581,-72.70307738914204,-90.9336535266942,-73.10205013094594,-89.39748730314768,-70.43338688396682,-89.88186954871665,-83.47645385261679,-91.04883888721969,-74.8413960037975,-91.27217787610766,-71.5701614977466,-90.37892857162507,-76.42205293823633,-86.359888850706,-73.80448579116376,-88.21356553186348,-72.24637559159783,-90.62900822170361,-71.61600892949241,-90.54650884167009,-70.55914715637203,-88.11129347200699,-67.1173455704873,-88.03930804903347,-69.59914037546899,-90.82733063988881,-70.08976828592134,-87.16788713326491,-71.0432686624507,-82.2856133896808,-70.90666066354429,-90.91743266775723,-71.993423886319,-90.87047534889565,-70.71176979450244,-89.49777058910549,-64.8505398099485,-89.1603263408218
580.0,1,-73.93504038042819,-90.51378465142875,-73.85746127116515,-92.41364246203759,-72.51625746998135,-95.18907642836409,-61.514788725533535,-85.16430832165057,-69.10632631236967,-90.70508397061921,-64.58568416519944,-89.29256597994807,-67.67658945033696,-92.29243861636269,-69.13752986400415,-91.33209375557387,-74.60298370617456,-97.52573485103636,-69.3656524987977,-93.51370510376393,-72.66757083743038,-90.59618866501202,-69.60964972149186,-93.8305100401619,-64.57872535172437,-92.17859618750535,-83.80063497581278,-94.18671795866044,-74.47402334591769,-94.24572782003537,-71.32814285724636,-94.59947257592589,-69.87233838307006,-91.55794164600297,-75.80900534363015,-88.47585067349279,-74.09487977591021,-90.90249373435314,-71.4066010147135,-94.3269865726127,-69.91650393217276,-89.73282634919313,-64.89368852094985,-88.07983079082558,-73.2827656230483,-89.51582932625152,-70.34666825595549,-87.84210745513872,-76.15922938498849,-87.58517956999995,-75.07358484299709,-94.09909451404022,-72.72944448520546,-93.08524656412816,-72.62012451230896,-90.42040876262654,-70.93742072721773,-91.48616909971895
582.0,1,-71.12221808708323,-90.48513986780782,-73.34031434033922,-90.26436910587444,-75.2981859135279,-93.39072313912172,-53.988577904733944,-70.77689263273415,-71.62628539636025,-88.71550318533355,-64.65052033041025,-90.01737168185724,-69.98043071314851,-90.21096437541826,-70.78436171616909,-86.43557301226153,-76.49808335783811,-94.2431127479591,-71.44738709918529,-92.90531782913999,-63.5487000355393,-93.29590562853105,-71.68390269008304,-91.31991978329337,-66.34509218161422,-89.58474432909851,-81.419387054151,-88.95091221293089,-76.17031172248338,-92.19927612096438,-61.38484333182704,-83.57729562561039,-72.3118632243373,-85.49626957622145,-73.23241266606428,-87.1247204287284,-73.10497313623658,-86.50147886412037,-72.29808723506041,-90.7582428195763,-69.76940252457707,-84.79662007149854,-63.14823283500992,-86.01516649421856,-71.11640905930261,-88.51662893395931,-69.73377127745229,-87.01281511637819,-72.40990410351708,-85.17057761573355,-71.24005032387244,-91.87899313910597,-74.05405949950757,-85.53711493696846,-71.29008253140228,-89.02269337906246,-66.76354731784986,-88.3017587275696
584.0,1,-68.42419335824496,-90.0933738430762,-84.79732172203344,-93.86108478131146,-75.81565188843689,-94.51026615732252,-71.23068849384012,-92.06572576786719,-71.07810701858172,-90.74716769069128,-70.45934711787214,-91.47960693487138,-79.80838899354661,-92.39232009646408,-72.82233315759191,-91.36720977495615,-77.30126877320541,-95.20018764705405,-84.67152590569684,-95.17624180874509,-64.10627288016492,-92.81438474422959,-74.72191197304937,-93.1499975627622,-80.39398705029188,-94.11013750569225,-82.51381771194497,-96.57722876606428,-74.6510698229643,-93.81176387230482,-64.19857116255659,-90.49114957860498,-79.5310707986013,-92.56115209433142,-71.76322709537706,-90.3263572687316,-71.25542485226933,-92.58726503142589,-70.48176762129064,-92.44100095652833,-69.99758997702085,-91.15097777316207,-64.64815901773729,-90.5888337812351,-67.7292139673134,-90.75880813264976,-68.7147600370857,-91.13377582517444,-74.07126988821788,-93.21147754140642,-68.88535269318633,-92.04559921553803,-72.45188886194559,-92.43358788932028,-69.53343200683976,-92.45497248845814,-64.19782657616237,-89.03900347037235
